,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
176,177,Martin,Skrtel,Liverpool,8,Defender,53,25.0,25.0,1480,0.0,81,14,56,1,False,SUN,19,0
177,178,José,Enrique Sanchez Diaz,Liverpool,8,Defender,42,,,0,0.0,0,0,42,1,False,SUN,19,0
178,179,Kolo,Touré,Liverpool,8,Defender,44,100.0,100.0,432,3.8,7,2,44,1,False,SUN,19,1
179,180,Mamadou,Sakho,Liverpool,8,Defender,47,75.0,75.0,1470,2.0,16,1,47,1,False,SUN,19,8
180,181,Tiago,Ilori,Liverpool,8,Defender,44,100.0,100.0,0,0.0,0,0,44,1,False,NOR,15,0
181,182,Dejan,Lovren,Liverpool,8,Defender,48,75.0,75.0,1221,0.5,81,11,49,1,False,SUN,19,6
182,183,Javier,Manquillo,Liverpool,8,Defender,45,,,0,0.0,0,0,45,1,False,SUN,19,0
183,184,Alberto,Moreno,Liverpool,8,Defender,47,,,1920,1.8,101,14,50,1,False,SUN,19,5
184,185,Andre,Wisdom,Norwich,12,Defender,42,0.0,0.0,554,0.0,50,6,43,3,True,AVL,20,0
185,186,Nathaniel,Clyne,Liverpool,8,Defender,52,100.0,100.0,2340,3.8,69,10,53,1,False,SUN,19,6
186,187,Leiva,Lucas,Liverpool,8,Midfielder,43,25.0,25.0,1517,0.5,55,4,44,1,False,SUN,19,1
187,188,Jordan,Henderson,Liverpool,8,Midfielder,65,100.0,100.0,993,2.5,55,16,65,1,False,SUN,19,3
188,189,Raheem,Sterling,Man City,9,Midfielder,85,100.0,100.0,1655,1.3,44,11,89,3,False,LEI,2,3
189,190,Joe,Allen,Liverpool,8,Midfielder,49,100.0,100.0,193,0.5,9,2,49,1,False,SUN,19,0
190,191,Philippe,Coutinho,Liverpool,8,Midfielder,80,100.0,100.0,1481,3.8,74,17,85,1,False,SUN,19,3
191,192,Jordon,Ibe,Liverpool,8,Midfielder,45,100.0,100.0,854,0.3,41,11,46,1,False,SUN,19,1
192,193,Emre,Can,Liverpool,8,Midfielder,53,100.0,100.0,2041,3.0,71,8,53,1,False,SUN,19,2
193,194,Adam,Lallana,Liverpool,8,Midfielder,73,100.0,100.0,1471,2.8,62,13,73,1,False,SUN,19,6
194,195,Lazar,Markovic,Liverpool,8,Midfielder,58,0.0,0.0,0,0.0,0,0,58,1,False,SUN,19,0
195,196,Oluwaseyi,Ojo,Liverpool,8,Midfielder,50,100.0,100.0,0,0.0,0,0,50,1,False,SUN,19,0
196,197,James,Milner,Liverpool,8,Midfielder,65,100.0,100.0,1837,3.8,73,15,66,1,False,SUN,19,0
197,198,Roberto,Firmino,Liverpool,8,Midfielder,81,100.0,100.0,1401,5.3,61,24,78,1,False,SUN,19,3
198,199,Daniel,Sturridge,Liverpool,8,Forward,99,50.0,50.0,352,1.5,2,2,99,1,False,SUN,19,0
199,200,Rickie,Lambert,West Brom,19,Forward,53,,,620,0.0,17,7,53,1,True,NEW,18,1
200,201,Fabio,Borini,Sunderland,16,Forward,54,100.0,100.0,1144,2.0,34,8,54,3,True,LIV,7,2
201,202,Mario,Balotelli,Liverpool,8,Forward,69,0.0,0.0,0,0.0,0,0,69,1,False,SUN,19,0
202,203,Danny,Ings,Liverpool,8,Forward,69,0.0,0.0,313,0.0,0,0,70,1,False,SUN,19,0
203,204,Divock,Origi,Liverpool,8,Forward,54,100.0,100.0,300,1.3,33,9,55,1,False,SUN,19,0
204,205,Joe,Hart,Man City,9,Goalkeeper,55,100.0,100.0,2160,3.0,68,9,56,3,False,LEI,2,7
205,206,Willy,Caballero,Man City,9,Goalkeeper,48,,,180,0.0,23,4,48,3,False,LEI,2,0
206,207,Aleksandar,Kolarov,Man City,9,Defender,60,100.0,100.0,1782,0.8,71,12,65,3,False,LEI,2,5
207,208,Pablo,Zabaleta,Man City,9,Defender,57,100.0,100.0,450,0.3,0,0,57,3,False,LEI,2,0
208,209,Vincent,Kompany,Man City,9,Defender,61,100.0,100.0,819,0.0,0,0,62,3,False,LEI,2,0
209,210,Gaël,Clichy,Man City,9,Defender,53,100.0,100.0,473,4.0,19,2,53,3,False,LEI,2,0
210,211,Martín,Demichelis,Man City,9,Defender,53,100.0,100.0,919,1.8,39,2,53,3,False,LEI,2,0
211,212,Bacary,Sagna,Man City,9,Defender,56,100.0,100.0,1980,1.3,83,11,55,3,False,LEI,2,6
212,213,Eliaquim,Mangala,Man City,9,Defender,53,100.0,100.0,1199,0.0,45,0,53,3,False,LEI,2,5
213,214,Jason,Denayer,Man City,9,Defender,43,0.0,0.0,0,0.0,0,0,43,3,False,LEI,2,0
214,215,Samir,Nasri,Man City,9,Midfielder,68,0.0,0.0,244,0.0,0,0,68,3,False,LEI,2,0
215,216,David,Silva,Man City,9,Midfielder,98,100.0,100.0,1331,1.8,36,7,100,3,False,LEI,2,3
216,217,Gnegneri Yaya,Touré,Man City,9,Midfielder,84,75.0,75.0,1861,1.5,81,19,85,3,False,LEI,2,3
217,218,Jesús,Navas,Man City,9,Midfielder,61,100.0,100.0,1298,1.5,41,8,62,3,False,LEI,2,1
218,219,Fernando,Luiz Rosa,Man City,9,Midfielder,56,100.0,100.0,1968,1.5,70,8,58,3,False,LEI,2,3
219,220,Fernando Francisco,Reges,Man City,9,Midfielder,49,100.0,100.0,961,0.8,38,5,49,3,False,LEI,2,0
220,221,Edin,Dzeko,Man City,9,Forward,75,0.0,0.0,0,0.0,0,0,75,3,False,LEI,2,0
221,222,Sergio,Agüero,Man City,9,Forward,134,100.0,100.0,1416,3.3,29,10,131,3,False,LEI,2,2
222,223,Stevan,Jovetic,Man City,9,Forward,70,0.0,0.0,0,0.0,0,0,70,3,False,LEI,2,0
223,224,Wilfried,Bony,Man City,9,Forward,79,100.0,100.0,831,0.0,26,8,81,3,False,LEI,2,1
224,225,Jose,Pozo,Man City,9,Forward,48,,,0,0.0,0,0,48,3,False,LEI,2,0
225,226,David,de Gea,Man Utd,10,Goalkeeper,56,100.0,100.0,2070,2.2,76,14,57,1,True,CHE,14,8
226,227,Víctor,Valdés,Man Utd,10,Goalkeeper,47,0.0,0.0,0,0.0,0,0,47,1,True,CHE,14,0
