,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,own_team_form,home,next_team_t,next_team_pos,fantasy_points_t
69,70,Eunan,O'Kane,Bournemouth,3,Midfielder,41,,,576,0.0,30,9,43,1,False,SOU,7,0
70,71,Shaun,MacDonald,Bournemouth,3,Midfielder,43,100.0,100.0,27,0.0,3,1,44,1,False,SOU,7,0
71,72,Junior,Stanislas,Bournemouth,3,Midfielder,42,0.0,100.0,1218,1.0,-1,1,43,1,False,SOU,7,1
72,73,Dan,Gosling,Bournemouth,3,Midfielder,44,,,1919,1.5,76,18,44,1,False,SOU,7,1
73,74,Callum,Wilson,Bournemouth,3,Forward,53,0.0,0.0,541,0.0,36,10,55,1,False,SOU,7,0
74,75,Yann,Kermorgant,Bournemouth,3,Forward,44,0.0,0.0,130,0.0,3,1,46,1,False,SOU,7,0
75,76,Tokelo,Rantie,Bournemouth,3,Forward,41,75.0,75.0,41,0.0,0,0,43,1,False,SOU,7,0
76,77,Thibaut,Courtois,Chelsea,4,Goalkeeper,52,100.0,100.0,1401,4.0,0,0,52,3,True,LIV,7,0
77,78,John,Terry,Chelsea,4,Defender,66,0.0,0.0,1717,2.8,52,9,67,3,True,LIV,7,1
78,79,Branislav,Ivanovic,Chelsea,4,Defender,66,100.0,100.0,2070,5.0,57,7,66,3,True,LIV,7,0
79,80,César,Azpilicueta,Chelsea,4,Defender,58,,,2209,4.5,109,15,60,3,True,LIV,7,4
80,81,Gary,Cahill,Chelsea,4,Defender,61,100.0,100.0,1237,1.3,63,8,63,3,True,LIV,7,1
81,82,Kurt,Zouma,Chelsea,4,Defender,52,0.0,0.0,1918,1.8,91,23,55,3,True,LIV,7,1
82,83,Filipe Luis,Kasmirski,Chelsea,4,Defender,55,,,0,0.0,0,0,55,3,True,LIV,7,0
83,84,Nathan,Aké,Watford,18,Defender,44,100.0,100.0,1394,2.5,33,5,44,1,True,WHU,5,9
84,85,Andreas,Christensen,Chelsea,4,Defender,45,0.0,0.0,0,0.0,0,0,45,3,True,LIV,7,0
85,86,Eden,Hazard,Chelsea,4,Midfielder,108,100.0,100.0,1636,1.5,104,23,111,3,True,LIV,7,1
86,87,Cesc,Fàbregas,Chelsea,4,Midfielder,84,100.0,100.0,1987,5.0,87,15,86,3,True,LIV,7,1
87,88,Oscar,dos Santos Emboaba Junior,Chelsea,4,Midfielder,81,100.0,100.0,1379,1.5,23,6,83,3,True,LIV,7,2
88,89,Juan,Cuadrado,Chelsea,4,Midfielder,74,0.0,0.0,27,0.0,0,0,74,3,True,LIV,7,0
89,90,Willian,Borges Da Silva,Chelsea,4,Midfielder,72,100.0,100.0,2063,6.0,78,23,68,3,True,LIV,7,2
90,91,Ramires,Santos do Nascimento,Chelsea,4,Midfielder,53,0.0,0.0,609,0.0,35,10,53,3,True,LIV,7,8
91,92,Nemanja,Matic,Chelsea,4,Midfielder,46,100.0,100.0,1806,2.0,100,16,49,3,True,LIV,7,0
92,93,Ruben,Loftus-Cheek,Chelsea,4,Midfielder,46,,,76,0.3,6,1,48,3,True,LIV,7,0
93,94,John Obi,Mikel,Chelsea,4,Midfielder,42,,,961,1.8,22,5,43,3,True,LIV,7,1
94,95,Isaiah,Brown,Chelsea,4,Midfielder,45,0.0,0.0,0,0.0,0,0,45,3,True,LIV,7,0
95,96,Victor,Moses,West Ham,20,Midfielder,49,100.0,100.0,822,2.0,72,22,53,3,False,WAT,9,1
96,97,Nathan Allan,de Souza,Chelsea,4,Midfielder,50,0.0,0.0,0,0.0,0,0,50,3,True,LIV,7,0
97,98,Diego,Da Silva Costa,Chelsea,4,Forward,108,100.0,100.0,1923,5.8,42,14,111,3,True,LIV,7,2
98,99,Loïc,Remy,Chelsea,4,Forward,71,100.0,100.0,185,0.0,20,8,71,3,True,LIV,7,0
99,100,Dominic,Solanke,Chelsea,4,Forward,50,0.0,0.0,0,0.0,0,0,50,3,True,LIV,7,0
100,101,Radamel Falcao,García Zárate,Chelsea,4,Forward,69,0.0,0.0,222,0.0,5,3,70,3,True,LIV,7,1
101,102,Julian,Speroni,Crystal Palace,5,Goalkeeper,43,100.0,100.0,0,0.0,0,0,45,3,True,MUN,4,0
102,103,Wayne,Hennessey,Crystal Palace,5,Goalkeeper,42,,,1890,1.3,56,12,39,3,True,MUN,4,6
103,104,Scott,Dann,Crystal Palace,5,Defender,59,100.0,100.0,2340,4.3,85,18,51,3,True,MUN,4,6
104,105,Joel,Ward,Crystal Palace,5,Defender,44,100.0,100.0,1800,1.3,0,0,44,3,True,MUN,4,7
105,106,Adrian,Mariappa,Crystal Palace,5,Defender,37,,,75,0.0,0,0,39,3,True,MUN,4,0
106,107,Martin,Kelly,Crystal Palace,5,Defender,41,,,810,0.3,79,16,43,3,True,MUN,4,5
107,108,Damien,Delaney,Crystal Palace,5,Defender,44,100.0,100.0,1890,3.0,15,2,44,3,True,MUN,4,7
108,109,Pape,Souaré,Crystal Palace,5,Defender,42,0.0,0.0,2160,0.3,94,16,46,3,True,MUN,4,0
109,110,Ezekiel,Fryers,Crystal Palace,5,Defender,40,100.0,100.0,0,0.0,0,0,40,3,True,MUN,4,0
110,111,Brede,Hangeland,Crystal Palace,5,Defender,40,,,630,0.0,94,18,43,3,True,MUN,4,0
111,112,Yannick,Bolasie,Crystal Palace,5,Midfielder,60,100.0,100.0,1304,0.3,46,19,62,3,True,MUN,4,3
112,113,Jason,Puncheon,Crystal Palace,5,Midfielder,55,0.0,0.0,2034,0.5,58,12,58,3,True,MUN,4,3
113,114,Wilfried,Zaha,Crystal Palace,5,Midfielder,53,75.0,100.0,1965,2.5,54,12,54,3,True,MUN,4,3
114,115,Mile,Jedinak,Crystal Palace,5,Midfielder,46,100.0,100.0,685,1.3,3,1,47,3,True,MUN,4,1
115,116,Joe,Ledley,Crystal Palace,5,Midfielder,46,100.0,100.0,619,0.5,23,5,48,3,True,MUN,4,0
116,117,James,McArthur,Crystal Palace,5,Midfielder,50,0.0,0.0,1933,0.3,48,10,50,3,True,MUN,4,3
117,118,Jordon,Mutch,Crystal Palace,5,Midfielder,41,100.0,100.0,581,1.8,2,1,43,3,True,MUN,4,0
118,119,Barry,Bannan,Crystal Palace,5,Midfielder,44,0.0,0.0,0,0.0,0,0,44,3,True,MUN,4,0
119,120,Jonathan,Williams,Crystal Palace,5,Midfielder,43,0.0,0.0,11,0.0,0,0,44,3,True,MUN,4,0
120,121,Chung-yong,Lee,Crystal Palace,5,Midfielder,43,100.0,100.0,318,1.0,3,1,43,3,True,MUN,4,0
121,122,Adlène,Guédioura,Watford,18,Midfielder,42,100.0,100.0,59,0.0,7,2,43,1,True,WHU,5,1
122,123,Glenn,Murray,Bournemouth,3,Forward,54,100.0,100.0,802,0.3,36,12,56,1,False,SOU,7,1
123,124,Dwight,Gayle,Crystal Palace,5,Forward,51,100.0,100.0,384,0.3,10,6,51,3,True,MUN,4,1
124,125,Fraizer,Campbell,Crystal Palace,5,Forward,54,100.0,100.0,342,0.8,-4,2,54,3,True,MUN,4,0
125,126,Marouane,Chamakh,Crystal Palace,5,Forward,47,100.0,100.0,257,0.5,0,0,48,3,True,MUN,4,0
126,127,Tim,Howard,Everton,6,Goalkeeper,49,100.0,100.0,2070,0.0,79,15,51,1,True,SUN,19,3
127,128,Joel,Robles,Everton,6,Goalkeeper,43,,,270,5.3,0,0,44,1,True,SUN,19,0
128,129,Leighton,Baines,Everton,6,Defender,60,100.0,100.0,659,0.0,0,0,62,1,True,SUN,19,0
129,130,Seamus,Coleman,Everton,6,Defender,58,100.0,100.0,1808,6.7,39,2,59,1,True,SUN,19,1
130,131,Phil,Jagielka,Everton,6,Defender,51,100.0,100.0,1311,5.0,100,12,54,1,True,SUN,19,0
131,132,John,Stones,Everton,6,Defender,54,100.0,100.0,1890,0.0,64,10,55,1,True,SUN,19,0
132,133,Luke,Garbutt,Everton,6,Defender,45,0.0,0.0,0,0.0,0,0,45,1,True,SUN,19,0
133,134,Brendan,Galloway,Everton,6,Defender,39,100.0,100.0,1221,0.0,81,14,45,1,True,SUN,19,0
134,135,Tony,Hibbert,Everton,6,Defender,39,100.0,0.0,0,0.0,0,0,39,1,True,SUN,19,0
135,136,Tyias,Browning,Everton,6,Defender,38,0.0,0.0,298,0.0,43,8,40,1,True,SUN,19,0
136,137,Kevin,Mirallas,Everton,6,Midfielder,67,100.0,100.0,458,0.3,-7,-2,68,1,True,SUN,19,1
137,138,Ross,Barkley,Everton,6,Midfielder,73,,,2272,7.0,76,17,68,1,True,SUN,19,2
138,139,Tom,Cleverley,Everton,6,Midfielder,51,100.0,100.0,1139,6.7,0,0,51,1,True,SUN,19,0
139,140,Leon,Osman,Everton,6,Midfielder,44,,,116,0.7,0,0,46,1,True,SUN,19,1
140,141,James,McCarthy,Everton,6,Midfielder,46,100.0,100.0,1515,2.7,83,9,48,1,True,SUN,19,5
141,142,Aiden,McGeady,Everton,6,Midfielder,49,0.0,0.0,0,0.0,0,0,49,1,True,SUN,19,0
142,143,Steven,Pienaar,Everton,6,Midfielder,48,100.0,100.0,93,0.0,0,0,48,1,True,SUN,19,0
143,144,Gareth,Barry,Everton,6,Midfielder,42,100.0,100.0,2340,2.3,79,10,43,1,True,SUN,19,2
144,145,Darron,Gibson,Everton,6,Midfielder,44,0.0,100.0,42,0.0,3,1,44,1,True,SUN,19,0
145,146,Muhamed,Besic,Everton,6,Midfielder,44,0.0,25.0,251,0.0,3,1,44,1,True,SUN,19,0
146,147,Bryan,Oviedo,Everton,6,Midfielder,42,100.0,100.0,534,3.0,0,0,44,1,True,SUN,19,1
147,148,Gerard,Deulofeu,Everton,6,Midfielder,59,100.0,100.0,1163,0.3,43,13,62,1,True,SUN,19,13
148,149,Romelu,Lukaku,Everton,6,Forward,87,100.0,100.0,2241,4.0,82,28,84,1,True,SUN,19,14
149,150,Steven,Naismith,Norwich,12,Forward,50,100.0,100.0,842,2.3,103,23,53,1,True,SUN,19,0
150,151,Arouna,Koné,Everton,6,Forward,44,,,1314,1.0,38,10,49,1,True,SUN,19,20
151,152,Kasper,Schmeichel,Leicester,7,Goalkeeper,46,,,2430,4.3,75,8,45,1,False,WBA,11,1
152,153,Ben,Hamer,Leicester,7,Goalkeeper,40,0.0,0.0,0,0.0,0,0,40,1,False,WBA,11,0
153,154,Wes,Morgan,Leicester,7,Defender,43,100.0,100.0,2430,3.5,56,5,44,1,False,WBA,11,1
154,155,Christian,Fuchs,Leicester,7,Defender,49,100.0,100.0,1733,5.5,37,3,47,1,False,WBA,11,0
155,156,Jeffrey,Schlupp,Leicester,7,Defender,47,100.0,100.0,1020,0.3,57,9,50,1,False,WBA,11,1
156,157,Marcin,Wasilewski,Leicester,7,Defender,40,,,123,-0.3,0,0,42,1,False,WBA,11,0
157,158,Paul,Konchesky,Leicester,7,Defender,45,0.0,0.0,0,0.0,0,0,45,1,False,WBA,11,0
158,159,Ritchie,de Laet,Leicester,7,Defender,45,0.0,0.0,658,0.0,72,11,45,1,False,WBA,11,0
159,160,Danny,Simpson,Leicester,7,Defender,42,100.0,0.0,1619,1.0,42,7,39,1,False,WBA,11,1
160,161,Liam,Moore,Leicester,7,Defender,38,100.0,100.0,0,0.0,0,0,39,1,False,WBA,11,0
161,162,Robert,Huth,Leicester,7,Defender,47,100.0,100.0,2340,7.8,62,4,44,1,False,WBA,11,0
162,163,Riyad,Mahrez,Leicester,7,Midfielder,73,100.0,100.0,2106,6.0,101,28,65,1,False,WBA,11,15
163,164,Marc,Albrighton,Leicester,7,Midfielder,49,,,2154,2.8,61,8,50,1,False,WBA,11,10
164,165,Andy,King,Leicester,7,Midfielder,41,,,777,0.8,14,3,43,1,False,WBA,11,1
165,166,Daniel,Drinkwater,Leicester,7,Midfielder,45,100.0,100.0,2137,2.5,86,18,45,1,False,WBA,11,5
166,167,Dean,Hammond,Leicester,7,Midfielder,43,0.0,0.0,0,0.0,0,0,43,1,False,WBA,11,0
167,168,Anthony,Knockaert,Leicester,7,Midfielder,45,,,0,0.0,0,0,45,1,False,WBA,11,0
168,169,Matthew,James,Leicester,7,Midfielder,44,0.0,0.0,0,0.0,0,0,45,1,False,WBA,11,0
169,170,Jamie,Vardy,Leicester,7,Forward,77,100.0,100.0,2358,6.8,192,46,71,1,False,WBA,11,7
170,171,Leonardo,Ulloa,Leicester,7,Forward,52,100.0,100.0,640,2.0,26,7,54,1,False,WBA,11,2
171,172,Andrej,Kramaric,Leicester,7,Forward,54,0.0,0.0,24,0.0,1,1,55,1,False,WBA,11,0
172,173,David,Nugent,Leicester,7,Forward,55,0.0,0.0,0,0.0,0,0,55,1,False,WBA,11,0
173,174,Shinji,Okazaki,Leicester,7,Forward,56,100.0,100.0,1382,2.8,22,7,59,1,False,WBA,11,1
174,175,Simon,Mignolet,Liverpool,8,Goalkeeper,49,100.0,100.0,2250,3.0,71,14,51,1,False,CHE,15,2
175,176,Adam,Bogdan,Liverpool,8,Goalkeeper,43,,,90,0.0,0,0,44,1,False,CHE,15,0
176,177,Martin,Skrtel,Liverpool,8,Defender,54,25.0,0.0,1480,0.0,101,15,55,1,False,CHE,15,2
177,178,José,Enrique Sanchez Diaz,Liverpool,8,Defender,42,,,0,0.0,0,0,43,1,False,CHE,15,0
178,179,Kolo,Touré,Liverpool,8,Defender,44,100.0,100.0,432,5.0,0,0,44,1,False,CHE,15,0
179,180,Mamadou,Sakho,Liverpool,8,Defender,47,75.0,100.0,1470,2.7,87,10,48,1,False,CHE,15,2
180,181,Tiago,Ilori,Liverpool,8,Defender,44,100.0,100.0,0,0.0,0,0,44,1,False,TOT,5,0
181,182,Dejan,Lovren,Liverpool,8,Defender,48,75.0,75.0,1221,0.7,11,1,49,1,False,CHE,15,1
182,183,Javier,Manquillo,Liverpool,8,Defender,45,,,0,0.0,0,0,45,1,False,CHE,15,0
183,184,Alberto,Moreno,Liverpool,8,Defender,47,,,1920,2.3,89,18,47,1,False,CHE,15,2
184,185,Andre,Wisdom,Norwich,12,Defender,42,0.0,25.0,554,0.0,14,2,43,1,False,MCI,1,0
185,186,Nathaniel,Clyne,Liverpool,8,Defender,52,100.0,100.0,2340,5.0,72,11,55,1,False,CHE,15,2
186,187,Leiva,Lucas,Liverpool,8,Midfielder,43,25.0,100.0,1517,0.7,81,9,44,1,False,CHE,15,1
187,188,Jordan,Henderson,Liverpool,8,Midfielder,65,100.0,100.0,993,3.3,0,0,66,1,False,CHE,15,0
188,189,Raheem,Sterling,Man City,9,Midfielder,85,100.0,75.0,1655,1.7,75,24,89,3,True,NOR,16,4
189,190,Joe,Allen,Liverpool,8,Midfielder,49,100.0,0.0,193,0.7,9,3,49,1,False,CHE,15,0
190,191,Philippe,Coutinho,Liverpool,8,Midfielder,80,100.0,100.0,1481,5.0,66,16,81,1,False,CHE,15,14
191,192,Jordon,Ibe,Liverpool,8,Midfielder,45,100.0,100.0,854,0.3,6,2,46,1,False,CHE,15,4
192,193,Emre,Can,Liverpool,8,Midfielder,53,100.0,100.0,2041,4.0,75,10,53,1,False,CHE,15,1
193,194,Adam,Lallana,Liverpool,8,Midfielder,73,100.0,75.0,1471,3.7,16,5,73,1,False,CHE,15,2
194,195,Lazar,Markovic,Liverpool,8,Midfielder,58,0.0,0.0,0,0.0,0,0,58,1,False,CHE,15,0
195,196,Oluwaseyi,Ojo,Liverpool,8,Midfielder,50,100.0,100.0,0,0.0,0,0,50,1,False,CHE,15,0
196,197,James,Milner,Liverpool,8,Midfielder,65,100.0,100.0,1837,5.0,80,20,67,1,False,CHE,15,2
197,198,Roberto,Firmino,Liverpool,8,Midfielder,81,100.0,100.0,1401,7.0,24,3,80,1,False,CHE,15,5
198,199,Daniel,Sturridge,Liverpool,8,Forward,99,50.0,100.0,352,2.0,58,17,105,1,False,CHE,15,0
199,200,Rickie,Lambert,West Brom,19,Forward,53,,,620,0.0,7,4,55,3,True,LEI,3,5
200,201,Fabio,Borini,Sunderland,16,Forward,54,100.0,100.0,1133,0.8,5,7,54,1,False,EVE,9,0
201,202,Mario,Balotelli,Liverpool,8,Forward,69,0.0,0.0,0,0.0,0,0,69,1,False,CHE,15,0
202,203,Danny,Ings,Liverpool,8,Forward,69,0.0,0.0,313,0.0,65,20,70,1,False,CHE,15,0
203,204,Divock,Origi,Liverpool,8,Forward,54,100.0,100.0,300,1.7,-5,3,56,1,False,CHE,15,0
204,205,Joe,Hart,Man City,9,Goalkeeper,55,100.0,100.0,2160,4.0,58,12,57,3,True,NOR,16,2
205,206,Willy,Caballero,Man City,9,Goalkeeper,48,,,180,0.0,13,1,49,3,True,NOR,16,0
206,207,Aleksandar,Kolarov,Man City,9,Defender,60,100.0,100.0,1782,1.0,69,11,61,3,True,NOR,16,0
207,208,Pablo,Zabaleta,Man City,9,Defender,57,100.0,100.0,450,0.3,24,3,58,3,True,NOR,16,0
208,209,Vincent,Kompany,Man City,9,Defender,61,100.0,75.0,819,0.0,23,6,63,3,True,NOR,16,2
209,210,Gaël,Clichy,Man City,9,Defender,53,100.0,100.0,473,5.3,0,0,53,3,True,NOR,16,0
210,211,Martín,Demichelis,Man City,9,Defender,53,100.0,100.0,919,2.3,30,1,54,3,True,NOR,16,1
211,212,Bacary,Sagna,Man City,9,Defender,56,100.0,75.0,1980,1.7,82,11,54,3,True,NOR,16,2
212,213,Eliaquim,Mangala,Man City,9,Defender,53,100.0,100.0,1199,0.0,50,8,55,3,True,NOR,16,0
213,214,Jason,Denayer,Man City,9,Defender,43,0.0,0.0,0,0.0,0,0,43,3,True,NOR,16,0
214,215,Samir,Nasri,Man City,9,Midfielder,68,0.0,0.0,244,0.0,22,7,69,3,True,NOR,16,0
215,216,David,Silva,Man City,9,Midfielder,98,100.0,100.0,1331,2.3,31,8,100,3,True,NOR,16,0
216,217,Gnegneri Yaya,Touré,Man City,9,Midfielder,84,75.0,100.0,1861,2.0,45,9,86,3,True,NOR,16,9
217,218,Jesús,Navas,Man City,9,Midfielder,61,100.0,100.0,1298,2.0,88,19,64,3,True,NOR,16,2
218,219,Fernando,Luiz Rosa,Man City,9,Midfielder,56,100.0,100.0,1968,2.0,86,14,60,3,True,NOR,16,2
219,220,Fernando Francisco,Reges,Man City,9,Midfielder,49,100.0,100.0,961,1.0,34,5,49,3,True,NOR,16,0
220,221,Edin,Dzeko,Man City,9,Forward,75,0.0,0.0,0,0.0,0,0,75,3,True,NOR,16,0
221,222,Sergio,Agüero,Man City,9,Forward,134,100.0,100.0,1416,4.3,122,33,131,3,True,NOR,16,0
222,223,Stevan,Jovetic,Man City,9,Forward,70,0.0,0.0,0,0.0,0,0,70,3,True,NOR,16,0
223,224,Wilfried,Bony,Man City,9,Forward,79,100.0,100.0,831,0.0,89,20,83,3,True,NOR,16,2
224,225,Jose,Pozo,Man City,9,Forward,48,,,0,0.0,0,0,48,3,True,NOR,16,0
225,226,David,de Gea,Man Utd,10,Goalkeeper,56,100.0,75.0,2070,2.8,97,20,55,3,False,CRY,8,9
226,227,Víctor,Valdés,Man Utd,10,Goalkeeper,47,0.0,0.0,0,0.0,0,0,48,3,False,CRY,8,0
